															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
98	crown2a	Königskrone	450	Helm	Misc	0	0	4	14	Krone	27	0	538	51	Ein großer, fehlerhafter Saphir ist in die Mitte dieser zierlichen Silberkrone eingelassen. Extrem feine Hammerschläge deuten an, daß diese Krone in Zwergenhand entstanden ist.
99	crown3a	Allmachtskrone	650	Helm	Misc	0	0	4	16	Krone	27	0	540	53	Kronen dieser Art werden typischerweise unter dem Einsatz von Magie erschaffen, um ihre Empfänglichkeit für Magie zu verstärken. Wenn diese Krone ohne jegliche Verzauberungen aufgefunden worden ist, dann wurde sie wahrscheinlich aus einem Grund unvollendet zurückgelassen.
100	belt1a	Ledergürtel	40	Belt	Misc	0	0	3	1	Gürtel	28	5	545	181	Ein gewöhnlicher Lederriemen, mit dem die Hose festgehalten wird.
101	belt2a	Söldnergürtel	100	Belt	Misc	0	0	3	2	Gürtel	28	5	546	184	Ein breiter Ledergürtel mit einer großen, protzigen Schnalle wie die, die Banditen und Söldner bevorzugen. Sowohl Söldner als auch Banditen haben als Kampfhilfe gerne kleinere Verzauberungen an ihnen.
102	belt3a	Truppengürtel	225	Belt	Misc	0	0	3	3	Gürtel	28	5	545	187	Getrocknete Drachenhaut und polierte Bronze sind zu einem Gürtel mit ungewöhnlicher Stärke und Widerstand gegen Magie verbunden worden. Obwohl man schwer mit ihnen arbeiten kann, bieten diese Gürtel exzellenten Schutz gegen Magie, sobald ihnen erfolgreich eine Verzauberung auferlegt wurde.
103	belt4a	Kriegergürtel	450	Belt	Misc	0	0	3	4	Gürtel	28	5	547	185	Dieser Gürtel ist aus Silber und der Haut einer unbekannten Kreatur gemacht. Er ist mit vertikalen Streifen einer goldfarbenen Legierung verstärkt. Das Schloß besteht aus einem einzigen großen Opal, der in eine Platinfassung eingelassen ist.
104	belt5a	Anführergürtel	600	Belt	Misc	0	0	3	5	Gürtel	28	5	547	186	Obwohl dieser Gürtel weich und flexibel ist, besteht er aus extrem feinen Strähnen aus Weißgold. Das Weißgold wird in einem Verfahren geflochten, daß zu genau für menschliche Hände ist. Der Rubin, der in die Schnalle eingelassen ist, wurde in einem Verfahren geschliffen, der schon vor langer Zeit verschollen ist. 
105	cape1a	Lederumhang	50	Cloak	Misc	1	0	2	2	Umhang	29	10	490	95	Ein gebrauchter Lederumhang. Er riecht ein wenig nach Mottenkugeln und Staub.
106	cape2a	Phantomumhang	150	Cloak	Misc	1	2	2	3	Umhang	29	10	495	95	Indigofarbe vom Regnanischen Archipel wurde benutzt, um diesen Wollumhang wie den Himmel in einer Sommernacht zu färben.
107	cape3a	Elfenumhang	250	Cloak	Misc	1	4	2	4	Umhang	29	10	495	85	Diese Umhänge wurden aus Pflanzenfasern gewebt, die man in den Wäldern von Erathia finden kann. Sie sind die traditionelle Kleidung der Waldhüter der Elfen.
108	cape4a	Priesterumhang	450	Cloak	Misc	1	6	2	5	Umhang	29	10	490	80	Ein Umhang, der früher von hohen Offiziellen der Kirche der Sonne in Karigor vor der Auflösung der Kirche 1083 n. St. getragen wurde. Fast alle dieser Umhäge waren auf die eine oder andere Art verzaubert.
109	cape5a	Heiliger Umhang	750	Cloak	Misc	1	8	2	6	Umhang	29	10	480	80	Ein Umhang, der früher von hohen Offiziellen der Kirche des Mondes in Karigor vor der Auflösung der Kirche 1083 n. St. getragen wurde. Fast alle dieser Umhäge waren auf die eine oder andere Art verzaubert.
110	gontlet1	Panzer - Handschuhe	100	Gauntlets	Misc	3	0	6	2	Handschuhe	30	0	0	0	Ein stahlüberzogener Handschuh einfacher Machart.
111	gontlet2	Ritter - Handschuhe	250	Gauntlets	Misc	3	3	6	4	Handschuhe	30	0	0	0	Dieser Handschuh ist eine Verbesserung des einfachen, unflexiblen Stahlhandschuhs, den hauptsächlich Goblins und Räuber tragen. Die Handaußenseite und das Handgelenk sind solide, während die Verbindungen an den Fingern aus Kettengliedern bestehen, um die Beweglichkeit zu verbessern.
112	gontlet3	Paladin - Handschuhe	450	Gauntlets	Misc	3	5	6	6	Handschuhe	30	0	0	0	Diesem Handschuh mangelt es an Flexibilität. Er hat verstärkte Verbindungsglieder an den Knöcheln und am Handgelenk.
113	gontlet4	Kavalier - Handschuhe	650	Gauntlets	Misc	3	7	6	8	Handschuhe	30	0	0	0	"Ein Handschuh hoher Qualität, der hohe Flexibilität und viel Schutz bietet. Die verstärkten Glieder sind dennoch ""weich"" genug, um fast normale Handbewegungen zu ermöglichen."
114	gontlet5	Ultra - Handschuhe	850	Gauntlets	Misc	3	9	6	10	Handschuhe	30	0	0	0	Zwergenschmiede haben dieses Meisterwerk des Handschuhentwurfs geschaffen. Außer der besonderen Größe gibt es anscheinend nur kleine Unterschiede zwischen diesem Panzerhandschuh und einem Samthandschuh. Ausgefuchste, gleitende und rotierende Platten an den Gelenken und am Handgelenk lassen vollkommen normale Handbewegungen zu, während jederzeit für völligen Schutz gesorgt ist.
115	boots1	Lederstiefel	50	Boots	Misc	2	0	3	3	Stiefel	31	0	537	289	Einfache Reisestiefel, die aus Leder bestehen und genagelt sind.
116	boots2	Stahlstiefel	250	Boots	Misc	2	4	3	4	Stiefel	31	0	540	289	Schwere Stahlstiefel, die für soliden Schutz der Füße im Kampf gemacht wurden. Sie sind unkomfortabel, wenn man in ihnen geht, und sie haben die Tendenz, im Innern zu rosten.
117	boots3	Panzerstiefel	450	Boots	Misc	2	6	3	5	Stiefel	31	0	542	288	Die Innenseite dieser stahlüberzogenen Stiefel ist aus Leder und Stoff gemacht, um die scharfen Ecken der Metallplatten weicher zu machen. Sie sind ein wenig schwer, wodurch es mit der Zeit sehr anstrengend ist, sie zu tragen.
118	boots4	Silberstiefel	650	Boots	Misc	2	8	3	6	Stiefel	31	0	541	287	Diese Silberstiefel sind poliert und mit Samt ausgeschlagen. Sie sind leichter als Stahlstiefel und bei weitem komfortabler. Außerdem sehen sie ziemlich flott aus.
119	boots5	Ultimative Stiefel	850	Boots	Misc	2	10	3	7	Stiefel	31	0	542	285	Stiefel aus Drachenhaut, die mit geschnitzten Hornleisten und Metallnieten aus Stalt verstärkt sind. Sie sind weich und leicht und bieten unvergleichlichen Schutz für die Füße.
120	ring1	Feiner Ring	100	Ring	Misc	0	0	7	2	Ring	32	0	0	0	Ein kleiner Goldring mit einem viertelkarätigen Diamanten. Der Stil ist einfach und elegant.
121	ring2	Glitzerring	300	Ring	Misc	0	0	7	4	Ring	32	0	0	0	Zwei Amethysten verschönern diesen einfachen Platinring.
122	ring9	Mondring	500	Ring	Misc	0	0	7	6	Ring	32	0	0	0	Ein goldener Ring mit einem großen Mondstein in der Mitte. Diese Ringe tragen in der Regel eine Verzauberung.
123	ring4	Hexenring	700	Ring	Misc	0	0	7	8	Ring	32	0	0	0	Ringe wie dieser wurden von der Gilde der Hexen zu Ihrer Blütezeit zwischen 550 und 800 n. St. als Zeichen der Mitgliedschaft getragen.
124	ring8	Segensring	900	Ring	Misc	0	0	7	10	Ring	32	0	0	0	Die drei Perlen, die auf einem Goldsockel befestigt sind, schimmern ein wenig bläulich, wenn man den Ring in die Sonne hält. Dadurch glaubt man, Einblick in die Quelle ihrer Magie haben zu können.
125	ring3	Wertvoller Ring	1100	Ring	Misc	0	0	7	12	Ring	32	0	0	0	Ein großer Sternensaphir und zwei kleinere Rubine, die ihn flankieren, dekorieren ein ansonsten einfaches Goldband.
126	ring5	Kostbarer Ring	1300	Ring	Misc	0	0	7	14	Ring	32	0	0	0	Drei Edelsteine, die identisch in Größe und Qualität sind, verschönern ein gehämmertes Goldband. Der mittlere Edelstein ist ein Rubin, die beiden flankierenden Edelsteine sind violette Topase.
127	ring6	Himmelsring	1500	Ring	Misc	0	0	7	16	Ring	32	0	0	0	Ein gehämmerter Weißgoldring mit einem großen, zentralen Diamanten und zwei kleinen Perlen. Das Licht fällt nicht wie gewöhnlich auf ihn. Der Ring glitzert und verblaßt unvorhersehbar, als ob er von einer unsichtbaren Sonne beleuchtet würde, die in einer unbemerkten, aber dennoch parallelen Welt scheint.
128	ring7	Exquisiter Ring	1700	Ring	Misc	0	0	7	18	Ring	32	0	0	0	Drei Opale, die mit einem Rand aus einem seltsamen roten Metall versehen sind, wurden in einen perfekten Ring aus Stalt eingefaßt - einem sehr seltenen Metall, das es nur im südlichen Erathia gibt.
129	ring10	Skarabäusring	2000	Ring	Misc	0	0	7	20	Ring	32	0	0	0	Ein Goldband, das mit dem Panzer eines seltenen Käfers verziert ist, den es nur in den Wüsten von Enroth gibt. Wenn sie ordentlich von einem Alchemisten behandelt wurden, können diese Panzer so präpariert werden, daß sie die mächtigsten aller Verzauberungen enthalten können.
130	amulet1	Türkisamulett	500	Amulet	Misc	0	0	4	2	Amulett	33	0	0	0	Ein türkisfarbener Stein, der von einer Bronzekette und -schnalle umrahmt ist, ergibt ein billiges, aber dennoch bezauberndes Amulett.
131	amulet2	Gothik - Amulett	750	Amulet	Misc	0	0	4	4	Amulett	33	0	0	0	Dieses bizarre Amulett wurde wahrscheinlich von einem Alchemisten geschaffen, der ein gestörtes Verhältnis zur Magie hatte. Die Form und Symmetrie ermöglichen jede Art von Verzauberung, die er hineinlegen will.
132	amulet3	Krallenamulett	1000	Amulet	Misc	0	0	4	6	Amulett	33	0	0	0	Die versteinerte Pfote eines unbekannten Biests oder Monsters wurde mit einem riesigen, fehlerhaften, violetten Topas eingefaßt. Es ist nicht schön, aber mit Sicherheit magisch.
133	amulet4	Antikes Amulett	1250	Amulet	Misc	0	0	4	8	Amulett	33	0	0	0	Dieses Amulett ist aus zwei Teilen zusammengesetzt: Das Vorderteil ist ein antikes, perfekt geschnittenes Rechteck aus einem stabilen, rostfreien Metall. Die Rückseite besteht aus einer wesentlich neueren Goldkette mit Verschluß. Bei genauer Betrachtung stellt sich heraus, daß es eine Plakette ist, die den Namen eines längst verstorbenen Soldaten oder Arbeiters trägt. Die Symbole auf der Vorderseite zeigen wahrscheinlich den Status und Rang an.
134	amulet5	Rubinamulett	1500	Amulet	Misc	0	0	4	10	Amulett	33	0	0	0	Ein perfekter Rubin, der in der Form eines Sterns geschliffen und von einer goldenen Schließe umrahmt ist, geben diesem Amulett seinen Namen. Wenn man es in dämmrigem Licht betrachtet, sieht man ein feuriges Funkeln im Zentrum des Edelsteins tanzen.
135	wand1	Flammen - Zauberstab	1000	WeaponW	Misc	S2	50	3	5	Zauberstab	34	0	516	56	Ein Stab aus blauem Metall und Holz, gekrönt von einem blauen Stein. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
136	wand1	Zauberstab der Starre	1000	WeaponW	Misc	S13	50	3	5	Zauberstab	34	0	516	56	Ein Stab aus blauem Metall und Holz, gekrönt von einem blauen Stein. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
137	wand1	Kälte - Zauberstab	1000	WeaponW	Misc	S24	50	3	5	Zauberstab	34	0	516	56	Ein Stab aus blauem Metall und Holz, gekrönt von einem blauen Stein. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
138	wand1	Zauberstab des Erstaunens	1000	WeaponW	Misc	S34	50	3	5	Zauberstab	34	0	516	56	Ein Stab aus blauem Metall und Holz, gekrönt von einem blauen Stein. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
139	wand1	Zauberstab der Pfeile	1000	WeaponW	Misc	S35	50	3	5	Zauberstab	34	0	516	56	Ein Stab aus blauem Metall und Holz, gekrönt von einem blauen Stein. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
140	wand2	Feenstab des Feuers	1500	WeaponW	Misc	S4	40	3	7	Zauberstab	34	0	504	33	Dieser Feenzauberstab ist eher ein Stock als ein Zauberstab und auf unerklärliche Weise lebendig, obwohl er schon vor vielen Jahren von seinem Mutterbaum abgeschnitten wurde. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
141	wand2	Feenstab der Funken	1500	WeaponW	Misc	S15	40	3	7	Zauberstab	34	0	504	33	Dieser Feenzauberstab ist eher ein Stock als ein Zauberstab und auf unerklärliche Weise lebendig, obwohl er schon vor vielen Jahren von seinem Mutterbaum abgeschnitten wurde. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
142	wand2	Feenstab des Gifts	1500	WeaponW	Misc	S26	40	3	7	Zauberstab	34	0	504	33	Dieser Feenzauberstab ist eher ein Stock als ein Zauberstab und auf unerklärliche Weise lebendig, obwohl er schon vor vielen Jahren von seinem Mutterbaum abgeschnitten wurde. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
143	wand2	Feenstab des Geistes	1500	WeaponW	Misc	S58	40	3	7	Zauberstab	34	0	504	33	Dieser Feenzauberstab ist eher ein Stock als ein Zauberstab und auf unerklärliche Weise lebendig, obwohl er schon vor vielen Jahren von seinem Mutterbaum abgeschnitten wurde. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
144	wand2	Feenstab des Schadens	1500	WeaponW	Misc	S70	40	3	7	Zauberstab	34	0	504	33	Dieser Feenzauberstab ist eher ein Stock als ein Zauberstab und auf unerklärliche Weise lebendig, obwohl er schon vor vielen Jahren von seinem Mutterbaum abgeschnitten wurde. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
145	wand3	Einhornstab des Feuers	2000	WeaponW	Misc	S6	30	3	9	Zauberstab	34	0	519	56	Dadurch daß Zauberstäbe wie dieser aus ausgehöhlten Hörnern von Einhörnern bestehen, die auf ein Stück poliertes Holz gesteckt sind, sind sie die Ausgeburt der Grausamkeit und des Übels. Die Verzauberungen, die er enthält, sind nützlich. Die einzig wahre Frage ist, ob Du glaubst, daß Dein Anliegen den Gebrauch eines so böswillig entstandenen Gegenstandes rechtfertigt. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
146	wand3	Einhornstab des Eises	2000	WeaponW	Misc	S28	30	3	9	Zauberstab	34	0	519	56	Dadurch daß Zauberstäbe wie dieser aus ausgehöhlten Hörnern von Einhörnern bestehen, die auf ein Stück poliertes Holz gesteckt sind, sind sie die Ausgeburt der Grausamkeit und des Übels. Die Verzauberungen, die er enthält, sind nützlich. Die einzig wahre Frage ist, ob Du glaubst, daß Dein Anliegen den Gebrauch eines so böswillig entstandenen Gegenstandes rechtfertigt. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
147	wand3	Einhornstab der Schwärme	2000	WeaponW	Misc	S37	30	3	9	Zauberstab	34	0	519	56	Dadurch daß Zauberstäbe wie dieser aus ausgehöhlten Hörnern von Einhörnern bestehen, die auf ein Stück poliertes Holz gesteckt sind, sind sie die Ausgeburt der Grausamkeit und des Übels. Die Verzauberungen, die er enthält, sind nützlich. Die einzig wahre Frage ist, ob Du glaubst, daß Dein Anliegen den Gebrauch eines so böswillig entstandenen Gegenstandes rechtfertigt. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
148	wand3	Einhornstab der Klingen	2000	WeaponW	Misc	S39	30	3	9	Zauberstab	34	0	519	56	Dadurch daß Zauberstäbe wie dieser aus ausgehöhlten Hörnern von Einhörnern bestehen, die auf ein Stück poliertes Holz gesteckt sind, sind sie die Ausgeburt der Grausamkeit und des Übels. Die Verzauberungen, die er enthält, sind nützlich. Die einzig wahre Frage ist, ob Du glaubst, daß Dein Anliegen den Gebrauch eines so böswillig entstandenen Gegenstandes rechtfertigt. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
149	wand3	Einhornstab des Zaubers	2000	WeaponW	Misc	S61	30	3	9	Zauberstab	34	0	519	56	Dadurch daß Zauberstäbe wie dieser aus ausgehöhlten Hörnern von Einhörnern bestehen, die auf ein Stück poliertes Holz gesteckt sind, sind sie die Ausgeburt der Grausamkeit und des Übels. Die Verzauberungen, die er enthält, sind nützlich. Die einzig wahre Frage ist, ob Du glaubst, daß Dein Anliegen den Gebrauch eines so böswillig entstandenen Gegenstandes rechtfertigt. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
150	wand4	Geheimstab des Windes	2500	WeaponW	Misc	S8	25	3	11	Zauberstab	34	0	514	45	Der aus einem rötlichem Metall gemachte Zauberstab wird von einem am Ende angebrachten Schlangenei gekrönt und enthält eine mächtige Verzauberung. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
151	wand4	Geheimstab des Blitzes	2500	WeaponW	Misc	S18	25	3	11	Zauberstab	34	0	514	45	Der aus einem rötlichem Metall gemachte Zauberstab wird von einem am Ende angebrachten Schlangenei gekrönt und enthält eine mächtige Verzauberung. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
152	wand4	Geheimstab der Felsen	2500	WeaponW	Misc	S41	25	3	11	Zauberstab	34	0	514	45	Der aus einem rötlichem Metall gemachte Zauberstab wird von einem am Ende angebrachten Schlangenei gekrönt und enthält eine mächtige Verzauberung. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
153	wand4	Geheimstab der Lähmung	2500	WeaponW	Misc	S81	25	3	11	Zauberstab	34	0	514	45	Der aus einem rötlichem Metall gemachte Zauberstab wird von einem am Ende angebrachten Schlangenei gekrönt und enthält eine mächtige Verzauberung. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
154	wand4	Geheimstab der Wolken	2500	WeaponW	Misc	S09	25	3	11	Zauberstab	34	0	514	45	Der aus einem rötlichem Metall gemachte Zauberstab wird von einem am Ende angebrachten Schlangenei gekrönt und enthält eine mächtige Verzauberung. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
155	wand5	Mystikerstab der Implosion	3000	WeaponW	Misc	S20	15	3	13	Zauberstab	34	0	500	59	Zauberstäbe wie dieser sind aus der klauenbewehrten Vorderpfote eines Drachenneugeborenen geformt und können die stärksten Zaubersprüche enthalten. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
156	wand5	Mystikerstab der Entstellung	3000	WeaponW	Misc	S44	15	3	13	Zauberstab	34	0	500	59	Zauberstäbe wie dieser sind aus der klauenbewehrten Vorderpfote eines Drachenneugeborenen geformt und können die stärksten Zaubersprüche enthalten. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
157	wand5	Mystikerstab des Schrapnells	3000	WeaponW	Misc	S92	15	3	13	Zauberstab	34	0	500	59	Zauberstäbe wie dieser sind aus der klauenbewehrten Vorderpfote eines Drachenneugeborenen geformt und können die stärksten Zaubersprüche enthalten. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
158	wand5	Mystikerstab der Schrumpfung	3000	WeaponW	Misc	S93	15	3	13	Zauberstab	34	0	500	59	Zauberstäbe wie dieser sind aus der klauenbewehrten Vorderpfote eines Drachenneugeborenen geformt und können die stärksten Zaubersprüche enthalten. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
159	wand5	Mystikerstab des Todes	3000	WeaponW	Misc	S95	15	3	13	Zauberstab	34	0	500	59	Zauberstäbe wie dieser sind aus der klauenbewehrten Vorderpfote eines Drachenneugeborenen geformt und können die stärksten Zaubersprüche enthalten. Um diesen Zauberstab einsetzen zu können, mußt Du ihn wie eine Waffe benutzen.
160	herb01	Klatschmohn	2	Herb	Misc	0	0	1	0	Kraut	128	0	0	0	Ein magisches Kraut mit ungewöhnlichen Eigenschaften. Aus Klatschmohn können Zaubertränke gemacht werden (Um es zu benutzen, hebe das Kraut auf und mache eine Rechtsklick auf eine leere Glasflasche).
161	herb02	Phirnawurzel	3	Herb	Misc	0	0	1	0	Kraut	127	0	0	0	Ein magisches Kraut mit ungewöhnlichen Eigenschaften. Aus Phirnawurzel können Zaubertränke gemacht werden (Um es zu benutzen, hebe das Kraut auf und mache eine Rechtsklick auf eine leere Glasflasche).
162	herb03	Witwenbeeren	4	Herb	Misc	0	0	1	0	Kraut	126	0	0	0	Ein magisches Kraut mit ungewöhnlichen Eigenschaften. Aus Witwenbeeren können Zaubertränke gemacht werden (Um es zu benutzen, hebe das Kraut auf und mache eine Rechtsklick auf eine leere Glasflasche).
163	bottle30	Glasflasche	5	Bottle	Misc	0	0	1	0	Glasflasche	45	0	0	0	Eine leere Glasflasche.
164	bottle26	Wunden heilen	10	Bottle	Misc	P1	1	1	0	Roter Trank	41	0	0	0	Stellt 10 Trefferpunkte wieder her. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
165	bottle23	Magischer Trank	10	Bottle	Misc	P2	1	1	0	Blauer Trank	38	0	0	0	Stellt 10 Zauberpunkte wieder her. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
166	bottle28	Energie	10	Bottle	Misc	P3	1	1	0	Gelber Trank	43	0	0	0	Fügt vorübergehend 10 zu primärem Attribut hinzu. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
167	bottle25	Schutz	25	Bottle	Misc	P4	1	1	0	Orangefarbener Trank	40	0	0	0	Fügt vorübergehend 10 zur Rüstungsklasse hinzu. Um den Trank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Trank.
168	bottle24	Resistenz	25	Bottle	Misc	P5	1	1	0	Grüner Trank	39	0	0	0	Fügt vorübergehend 10 zu Resistenzen hinzu. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
169	bottle29	Gift heilen	25	Bottle	Misc	P6	1	1	0	Violetter Trank	44	0	0	0	Heilt Vergiftungen. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
170	bottle27	Äußerster Schutz	50	Bottle	Misc	P7	1	1	0	Weißer Trank	42	0	0	0	Fügt vorübergehend 20 zur Rüstungsklasse hinzu. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
171	bottle27	Wiederherstellen	50	Bottle	Misc	P8	1	1	0	Weißer Trank	42	0	0	0	Heilt alle Zustände außer tot und versteinert. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
172	bottle27	Extreme Energie	50	Bottle	Misc	P9	1	1	0	Weißer Trank	42	0	0	0	Fügt vorübergehend 20 zum primären Attribut hinzu. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
173	bottle27	Super-Resistenz	50	Bottle	Misc	P10	1	1	0	Weißer Trank	42	0	0	0	Fügt vorübergehend 20 zu Resistenzen hinzu. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
174	bottle27	Heldentum	50	Bottle	Misc	P11	1	1	0	Weißer Trank	42	0	0	0	Gewährt 6 Stunden lang Heldentum (wie der Zauberspruch). Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
175	bottle27	Eile	50	Bottle	Misc	P12	1	1	0	Weißer Trank	42	0	0	0	Gewährt 6 Stunden lang Eile (wie der Zauberspruch). Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
176	bottle27	Steinhaut	50	Bottle	Misc	P13	1	1	0	Weißer Trank	42	0	0	0	Gewährt 6 Stunden lang Steinhaut (wie der Zauberspruch). Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
177	bottle27	Segen	50	Bottle	Misc	P14	1	1	0	Weißer Trank	42	0	0	0	Gewährt 6 Stunden lang Segen (wie der Zauberspruch). Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
178	bottle22	Göttliche Kraft	100	Bottle	Misc	P15	1	1	0	Schwarzer Trank	37	0	0	0	Fügt vorübergehend 20 zum Level und permanent 1 Jahr zum Alter hinzu. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
179	bottle22	Göttliche Heilung	100	Bottle	Misc	P16	1	1	0	Schwarzer Trank	37	0	0	0	Fügt 100 Trefferpunkte hinzu, wenn Maximum erreicht oder darunter, sowie permanent 1 Jahr zum Alter. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
180	bottle22	Göttliche Magie	100	Bottle	Misc	P17	1	1	0	Schwarzer Trank	37	0	0	0	Fügt 100 Zauberpunkte hinzu, wenn Maximum erreicht oder darunter, sowie permanent 1 Jahr zum Alter. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
181	bottle22	Essenz der Stärke	100	Bottle	Misc	P18	1	1	0	Schwarzer Trank	37	0	0	0	Fügt einmalig permanent 15 zu Stärke hinzu und zieht 5 von Intellekt ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
182	bottle22	Essenz der Intelligenz	100	Bottle	Misc	P19	1	1	0	Schwarzer Trank	37	0	0	0	Fügt einmalig permanent 15 zu Intellekt hinzu und zieht 5 von Stärke ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
183	bottle22	Essenz des Charismas	100	Bottle	Misc	P20	1	1	0	Schwarzer Trank	37	0	0	0	Fügt einmalig permanent 15 zu Charisma hinzu und zieht 5 von Reaktion ab. Um den Zaubertrank zu trinken, hebe ihn auf und mache einen Rechtsklick auf das Bild eines Charakters. Um ihn zu mixen, hebe ihn auf und mache einen Rechtsklick auf einen anderen Zaubertrank.
