Regional News			
#	Map	Topic	News Text
148	33	Alter Tempel	Die Kirche des Mondes unterhielt einen Tempel im Westen. Jetzt benutzt Cedric Druthers Druidenzirkel den Tempel für seine Zeremonien.
149	33	Abwasserkanäle	Die Abwasserkanäle unter Freehaven wimmeln nur so von Dieben und Parasiten. Ich kann mir nicht vorstellen, daß jemand in den Abwasserkanälen leben MÖCHTE.
150	33	Schiff	Ich habe von einem seltsamen Schiff gehört, daß in der Mitte des Tempersees herumsegeln soll.
151	33	Der himmlische Orden	Cedric Druthers Druiden halten jetzt westlich von Freehaven einen alten Tempel der Kirche des Mondes besetzt.
152	33	Orakel	Der hohe Rat hat nicht ein einziges Mal das Orakel befragt, seit diese Katastrophen über uns hereingebrochen sind. Die Weisheit des Orakels sollte jetzt ganz bestimmt befragt werden!
153	33	Eiswindpass	Der Pass, der nach Whitecap und Burg Stromgard führt, wird von abtrünnigen Ogern und gierigen Menschen kontrolliert.
154	33	Bogenschütze	Bogenschützen schießen mit Pfeilen auf Dich, das ist nicht weiter überraschend. Einige Bogenschützen bevorzugen allerdings Flammenpfeile und einige wenige können sogar Feuerbälle abfeuern. 
155	33	Morgan	Der beste Freund eines Bogenschützen oder Hexers. Dieses Amulett steigert den Effekt von Elementmagie.
156	33	Obsidiankrieger	Osric Temper kümmert sich um die Beförderung von Obsidiankämpfern zu Obsidiankriegern in Enroth.
157	33	Der hohe Rat	Der hohe Rat trifft sich in Freehaven, er repräsentiert alle Fürsten von Enroth und beschäftigt sich mit den wichtigen Belangen des Reiches. Bei all dem Ärger im Westen sollte man meinen, sie treffen sich jetzt öfter, aber sie machen weiter wie zuvor und tun, als sei nichts geschehen.
158	33	Osric Temper	Von all den Fürsten von Enroth ist Osric Temper derjenige, der sich um die Teufel, die die westlichen Städte und Dörfer angreifen, die meisten Sorgen macht. Ich persönlich glaube, daß er der einzige Fürst ist, dessen Kopf in diesen Tagen noch richtig herum festgeschraubt ist.
159	33	Eingang zum Abwasserkanal	Ich hörte es gibt eine Diebesgilde in der Stadt, die über eine Falltür verfügt, die direkt in Freehavens Abwasserkanäle führt. Sie müssen die Kanäle nutzen, um ihre gestohlene Beute fort zu schaffen.
160	33	Circus of the Sun	Der Zirkus der Sonne schlägt seine Zelte gewöhnlich ein paar Tagesreisen südlich von Burg Temper auf der Westseite des Crescent Flußes auf. Sie sind dort jedes Jahr im August.
161	33	Das Dorf Rockham	Obwohl es sehr klein ist, dient das Dorf Rockham als Handelposten und Raststätte für Reisende. Es mögen ja alle Wege nach Freehaven führen, aber beinahe jeder Reisende muß durch Rockham kommen, um nach Freehaven zu gelangen.
162	33	Ethrics Grab	Als Ethric der Totenbeschwörer .... starb, hinterließ er die Anweisung, seinen Körper in die Gruft bringen zu lassen, die er nahe des Flußes Pearblossom gebaut hatte. Es wird erzählt, daß er ein paar Tage später in einer Art infernalem Wunder von den Toten auferstanden ist. Seitdem ist seine Gruft eine Art spirtueller Ausguß, in dem sich alle Sorten von verlorenen Seelen nach dem Tod sammeln. Dort greifen sie schlaff und geistlos alle Lebenden an, um ihren neuen Meister Ethric den Verrückten zu beschützen.
163	33	Söldnerfestung	Eine unappetitliche Gesellschaft von Söldnern ist in eine Festung eingezogen, die Roland während der Throfolgekriege am See Crescent gebaut hatte. Soweit ich weiß, haben die Söldner bisher noch nichts schlimmes getan, aber ihre Anwesenheit ist ominös genug. Oder was denkst Du?
164	33	Freehaven	Freehaven ist die älteste und wohlhabenste Stadt im Königreich. Mit dem natürlichen Hafen und dem Orakel ist es kein Wunder, daß sich hier seit der Zeit der Stille Menschen angesiedelt haben.
165	33	Der See Glimmervale	Der See Glimmervale war in letzter Zeit oft Schauplatz übernatürlicher Sichtungen. Die Leute sagen, diese Erscheinungen gehen auf den Einfluß der Totenbeschwörergilde zurück, die vor 10 Jahren aufgelöst wurde. Wer weiß, welchen Schaden sie angerichtet haben, bevor König Roland ihrem Treiben ein Ende gesetzt hat.
166	33	Tempel Stone	Der Tempel Stone in Freehaven ist kürzlich bis auf die Grundmauern ausgebrannt, als eine Gruppe von Mönchen versuchte, den heiligen Becher zu stehlen. Sie sind mit dem Boot nach Osten geflohen, und niemand hat sie seither wiedergesehen.
167	33	Baa im Abwasserkanal	Ich weiß nicht, ob Du es auch bemerkt hast, aber diese gruseligen Anhänger von Baa erscheinen immer wieder auf seltsame Weise in und vor Gebäuden in der Stadt. Könnte es sein, daß sie einen ihrer Tempel im städtischen Abwasserkanalsystem versteckt haben?
168	33	Prinz der Diebe	Vielleicht ist wirklich etwas dran an der Meinung, daß das Böse Unten und das Gute Oben ist. Beide, die Anhänger von Baa und der Prinz der Diebe haben die Abwasserkanäle zu ihrer Heimat gemacht. Könnte doch bloß eine große Flut kommen, die den ganzen Abschaum hinaus in die See spült.
169	33	Banditen	Vorsicht vor den Banditen auf der Straße nach Blackshire! Seit der König verschwunden ist verunsichern Kriminelle die Straßen zwischen den großen Städten. 
170	33	Liche	"Liche sind die einzigen Untoten, die selbst gewählt haben, untot zu sein. Ein Lich ist das verottete Skelett eines mächtigen Klerikers oder Hexers, zusammengehalten von nekromantischen Riten, die noch zu Lebzeiten abgehalten wurden. Ein relativ neues Monster; es wird erzählt, daß Ethric der Verrückte der erste Hexer war, der das das Ritual der endlosen Nacht entdeckt und durchgeführt hat, wodurch er gleichzeitig auch der erste Lich und Totenbeschwörer des Landes wurde. <schaudernd> Gruselig, was?"
171	33	Söldnerfestung	Die Söldener, die in der Festung nahe Burg Temper leben, scheinen viel Geld zu haben, denn sie ordern ununterbrochen Waffen und Vorräte. Jemand muß sie für irgend etwas bezahlen, aber wer und wofür?
172	33	Rocklin	Ich hörte, der frühere Zwergenkönig versteckt sich in einer örtlichen Höhle, wo er vor Selbstmitleid über seine Absetzung durch Snergle vergeht. Ein trauriges Schicksal für den standfestesten Alliierten Rolands während der Thronfolgekriege! Ich wette, wenn König Roland in der Nähe wäre, er würde ihm da heraus helfen.
173	33	Timothy O'Hoolihan	Südwestlich der vier Elementgilden kann Timothy Dich zu einem Experten der Körpermagie ausbilden.
174	33	Michael Ogilvy	Nordöstlich der Gilde des Körpers kann Michael Dich zu einem Experten des Schertkampfes ausbilden.
175	33	Sylvester Moor	Südlich des Zentralen Platzes der Stadt kann Sylvester Dir neue Tricks der Diplomatie zeigen.
176	33	Livia Farrel	Südlich des Zentralen Platzes der Stadt kann Livia vielversprechende Händler zu Experten ihres Fachs ausbilden.
177	33	Takao	Westlich der Waffenschmiede 'Der Schleifstein' kann Takao Dich zu einem Experten am Schild ausbilden.
178	33	Mynasia	Südwestlich der vier Elementgilden kann Mynasia Dich zu einem Experten der Geistesmagie ausbilden.
179	33	Michele Blackshire	Südwestlich der vier Elementgilden kann Michele Dich zu einem Experten der spirituellen Magie ausbilden.
180	33	Ivan Magyar	Direkt neben der Schmugglergilde kannst Du von Ivan eine Ausbildung zum Experten des Fallen entschärfens erhalten.
181	33	Logan Dasher	Nordöstlich der Gilde des Körpers kann Logan Dich zu einem Experten des Dolchkampfes ausbilden.
182	33	Jack Van Imp	Südlich des Tempels Stone kann Jack Dich zu einem Experten der Feuermagie ausbilden.
183	33	Woodrow Albright	Woodrow lebt südwestlich der Gilde des Geistes, und er kann Dich zu einem Experten der Panzerrüstung ausbilden.
184	33	Hitomi Mirumoto	Hitomi im Süden von Tempel Stone kann Dich zu einem Experten der Wassermagie ausbilden.
185	33	Li Tizare	Südlich von Tempel Stone bildet Li Experten der Erdmagie aus.
186	33	Zodahn Delphi	Im Süden von Tempel Stone bildet Zodahn Experten der Luftmagie aus.
187	33	Zoltan Phelps	Zoltan hat sich kürzlich über die Dragoner im Süden aufgeregt, weil sie ihm ein neues Artefakt aus seiner Sammlung gestohlen haben. Er hat für die Rückkehr des Artefakts eine Belohnung ausgesetzt. Wenn Du mehr wissen willst, dann gehe zu seinem Haus, südlich des zentralen Platzes der Stadt.
188	33	Gabriel Cartman	Gabriel sagte, er arbeite an der Umkehr einiger mysteriöser Rituale der Untoten. Ich weiß nicht viel über Rituale, aber ich weiß, daß Gabriel südlich des Tempels Stone lebt, wenn Du ihn selbst danach fragen willst.
189	33	Carlo Tormini	Carlos Freund Sherell wird in der Schmugglerbucht vermißt. Carlo sucht nach Leuten, die ihm in der Nähe der Docks helfen.
190	32	Schattengilde	Gerüchte besagen, daß die Hauptgildenhalle der Schattengilde ganz nahe bei Burg Stone gelegen ist.
191	32	Eiswindpass	Der Pass zum gefrorenen Hochland ist nicht mehr sicher, wegen der Oger und Menschen, die die Eiswindfestung eingenommen haben.
192	32	Amazonen	Die Amazonen sind ehrliche Kämpfer, aber Amazonenführer können mit tödlichen, elektrischen Schlägen angreifen.
193	32	Ares	Diese anscheinend einfache Keule geht in Flammen auf, wenn sie benutzt wird, sie führt gleichzeitig eine grausame Feuerattacke auf das Opfer durch und beschützt den Träger vor Feuer.
194	32	Priester	Anthony Stone kümmert sich neben anderen Dingen auch um die Beförderung verdienter Kleriker zum Priester.
195	32	Kampfmagier	Erik von Stromgard ist der beste Bogenschütze des Landes, und führt als solcher das Training und die Beförderungen der Bogenschützen durch.
196	32	Erik Von Stromgard	Lord Stromgard ist ohne Zweifel der beste Bogenschütze des Landes. Er nimmt an vielen Wettbewerben teil, und ich sah ihn nie verlieren.
197	32	Anthony Stone	Lord Stone füllt zwei Ämter aus, als Hoher Priester des Reiches und als Aufseher der Unterweltaktivitäten. Eine seltsame Kombination, würde ich sagen, aber er scheint den Frieden wahren zu können. Lang möge er leben!
198	32	Eiswindfestung	Die Eiswindfestung war Lord Stromgards erste Burg, aber vor etwa einem Jahr hat er sie bei einem Angriff von Ogern und bösen Menschen verloren. Er zog weiter in seine zweite Burg östlich von Whitecap, aber man sagt, er sei verbittert über den Verlust und sinnt auf Rache.
199	32	Schattengilde	Die Schattengilde ist eine neue Diebesgilde, die geschaffen wurde, um die Authorität Lord Stones in der Unterwelt zu brechen. Sie haben zwei Verstecke - eines nahe Burg Ironfist, und eines nur einen Steinwurf von Burg Stone entfernt. Für mich sieht es aus, als würden sie sich auf einen Kampf vorbereiten!
200	32	Whitecap	Whitecap ist die drittgrößte Stadt in Enroth, und und seine Bevölkerung leidet Angst und Entberung seit Lord Stromgard die Eiswindfestung an die Oger verloren hat. Die Oger rauben die Karawanen aus, die über den Pass kommen. Sollten die Karawanen eines Tages gar nicht mehr durchkommen, wäre das das Ende für die Stadt.
201	32	Langer Winter	Es ist lange her, seit dem letzten Sommer. Viel zu lang. Etwas stimmt nicht mit dem Wetter, und ich fange an zu glauben, daß die Götter uns für die Unterstützung der Ironfist Dynastie bestrafen wollen!
202	32	Schattengilde	Wenn stimmt, was erzählt wird, dann macht die Schattengilde gemeinsame Sache mit dem Tempel von Baa, um das Königreich zu ruinieren. Ich hörte, der Tempel hat den Winter auf magische Weise verlängert, und alle Materialien, die für diese Rituale benötigt werden, wurden ihnen von der Schattengilde verschafft.
203	32	Drachentürme	Wenn Du jemals einen Hexer in der Nähe einer Stadt fliegen gesehen hast, dann wurdest Du eventuell auch Zeuge seines Abschusses durch den Drachenturm. Die Drachentürme schießen auf alles, was in der Nähe einer Stadt fliegt, und sie haben Schwierigkeiten, einen Mann von einem Drachen zu unterscheiden. Sei also Vorsichtig!
204	32	Eiswindfestung	Es ist sicher eine schlimme Sache, daß die Oger die Eiswindfestung kontrollieren. Einige ihrer menschlichen Verbündeten sind Bogenschützen, und sie lieben es, auf Leute zu schießen, die über den Pass kommen. Sie sind wirklich eine Plage für die Geschäfte in Whitecap, das kannst Du mir glauben.
205	32	Pässe	Es gibt einige wenige wichtige Pässe im Reich, und mehr und mehr von ihnen werden von Monstern kontrolliert statt von des Königs Männern. Wenn das so weiter geht, müssen wir bald Steuern an die Teufel bezahlen und nicht mehr an den König!
206	32	Winter von Baa	Ein Meister der Luftmagie, mit dem ich vor einiger Zeit gesprochen habe, berichtete, daß irgend Jemand mit magischen Ritualen mit dem Wetter herumspielt. Er sagte, er habe die Spur der Magie bis zu einem dieser Tempel von Baa zurückverfolgt, die hier in letzter Zeit nur so aus dem Boden sprießen.
207	32	Eremiten	In den Bergen in der Gegend hier leben einige seltsame Eremiten. Die meisten sind verrückt, aber einige gingen dorthin, um über Wahrheiten zu meditieren, die sterbliche Menschen nicht kennen sollten.
208	32	Der geheime Pass	Wenn Du Dich in den Bergen des Königreichs gewissenhaft umsiehst, kannst Du vielleicht einen geheimen Pass entdecken, der Dir einige Tagesmärsche ersparen kann.
209	32	Thronfolgekriege	Lord Stromgard und Lord Stone waren beide während der Thronfolgekriege mit Roland verbündet. Sie verdanken ihre Positionen dieser Unterstützung, und ich denke, sie gehören zu den gewissenhaftesten Fürsten des Reiches.
210	32	Dickson Parks	Westlich von Burg Stromgard kann Dickson Dich zu einem Experten der Keule ausbilden.
211	32	Jed Morrison	Westlich von Burg Stromgard bildet Jed Experten am Bogen aus.
212	32	Morton Holovin	Südwestlich von White Cap kann Morton Dich zu einem Experten der Schattenmagie ausbilden.
213	31	Abduls Urlaubsinsel	Ich habe gehört, daß Abdul eine Urlaubsinsel südlich von Drachensand unterhält. Urlaub! Der Ort wimmelt vermutlich nur so von Drachen.
214	31	Pyramide	In der Mitte von Drachensand ist eine merkwürdige Pyramide. Niemand weiß, wer sie erbaut hat.
215	31	Lindwurm	Lindwürmer bewegen sich schnell über den Boden, können aber nicht fliegen. Sie greifen mit ihrem giftigen Atem an.
216	31	Feuerechsen	Feuerechsen sind nur eine Art der drachenartigen Kreaturen, die in Drachensand leben.
217	31	Cronos	Der Träger von Chronos erfährt eine unglaubliche Stärkung seiner Vitalität. Er wird sie auch brauchen, denn Ärger und Unglück folgen dieser Axt wie ein Schatten.
218	30	Wolfsbau	Eine Höhle in der Nähe von Blackshire hat sich etwa zu derselben Zeit geöffnet, zu der die Leute aus der Stadt anfingen zu verschwinden.
219	30	Blackshire	Die Bevölkerung von Blackshire leidet unter einem fürchterlichen Fluch - des Nachts verwandeln sie sich in Werwölfe!
220	30	Sterneninsel	Ein alter Tempel thront im Zentrum der Sterneninsel. Es ist sonderbar, aber die Anzahl der Statuen auf der Insel nimmt langsam aber sicher zu.
221	30	Werwölfe	Werwölfe sind einfache Leute, die sich bei Nacht in ein Mensch-Wolf Mischwesen verwandeln. Bei Vollmond sind sie besonders mächtig.
222	30	Luftwesen	Luftwesen flattern durch die Täler zwischen dem gefrorenen Hochland und Drachensand. Obwohl sie von den Elementwesen die Schwächsten sind, sind sie schnell und verfügen über ein lästiges, elektrisches Angriffspotential.
223	30	Hercules	Das Schwert eines mächtigen Kriegers. Hercules läßt seinem Träger eine massive Stärkung der Stärke und der Ausdauer zukommen, allerdings auf Kosten des Intellekts.
224	30	Hohepriester	Seit Generationen wurde niemand mehr zum Hohepriester befördert. Ich frage mich, welche Ansprüche Anthony Stone wohl an einen Priester stellt, der befördert werden will?
225	30	Medusen	Die Insel im Zentrum des Sternensees ist die Heimat von Monstern, die direkt aus den Tiefen der Hölle stammen! Ich habe von Jemandem gehört, der mit ein paar Freunden bei Nacht zu der Insel gerudert ist, als dann plötzlich diese Schlangenhaften Kreaturen aus der Tiefe kamen. Sie müssen Dir nur in die Augen sehen, um Dich zu Stein zu verwandeln! Jedenfalls war dieser Kerl der einzige, der überlebt hat, und zwar nur, indem er gerannt ist ohne sich umzusehen!
226	30	Wolfsbau	Ein fürchterlicher Fluch hat die Bevölkerung dieses Landstriches getroffen, und jeder meint zu wissen woher er stammt. Es ist diese neue Höhle, die sich in den Bergen südlich der Stadt von selbst geöffnet hat. Jemand muß dorthin gehen, und dem Fluch ein Ende setzen. Aber Tapferkeit steht hoch im Kurs in diesen Tagen.
227	30	Drachen	Die Drachensandwüste ist die Heimat und die Brutstätte der Drachen von Enroth. Du wirst kein wilderes oder schrecklicheres Monster finden, als einen Drachen, und Du wirst niemals einen finden, der freundlich oder nett ist.
228	30	Zirkus der Sonne	Der Zirkus der Sonne campiert gewöhnlich entlang der Straße von Blackshire zum Sternensee. Sie sind dort jedes Jahr im April. Es ist eine gute Show, die das Eintrittsgeld wert ist!
229	30	Westliche Handelsstraße	Die Straße, die von Blackshire aus westwärts führt, hat sich von der sichersten Straße Enroths zur unsichersten entwickelt. Westlich von hier liegt das Tal der Heiterkeit, dessen Name schon lange nur noch als Witz verstanden werden kann. Jetzt ist das Tal unfruchtbar und öde, und es wimmelt dort von diesen abscheulichen, neuen Monstern - den Teufeln.
230	30	Teufel	Gehe nur die Straße von Blackshire aus entlang, und Du wirst ganz sicher einige Teufel sehen. Du solltest aber schnell rennen können!
231	30	Ranger	Lord Kilburn ist verschwunden als er auf der Straße von Blackshire zum Tal der Heiterkeit patroullierte. Zumindest sagen das die Leute. Wenn Du nach ihm suchst, solltest Du Deine Suche genau da beginnen.
232	30	Roland	Wir alle haben vor einiger Zeit den König vor den Teufeln nach Burg Kriegspire fliehen sehen. Seitdem haben wir nichts von ihm gehört. Traurig. Ich denke die Teufel werden uns bald alle holen!
233	30	Ambrose Brusse	Ambrose bildet in Blackshire Studenten zu Experten der Schattenmagie aus.
234	29	Kriegspire	Burg Kriegspire war einmal das Zentrum magischer Experimente, die sich mit der Erschaffung von Kreaturen befaßten. Jetzt ist sie verlassen, bis auf die Kreaturen, die im Innern Amok laufen. Der Vulkan, in dem die Burg liegt, wurde aufgeschüttet, um die Kreaturen im Innern einzusperren.
235	29	Agar	Agar, einer von Archibalds Hexern, war der Fähigste unter den Hexern in Kriegspire. Seine Monster sind es, die jetzt noch in der Burg hausen. Er hat den Ort mit den anderen Hexern zusammen verlassen, aber niemand weiß wohin er ging.
236	29	Flammenflugechsen	Obwohl sie schwächer sind als Drachen, ist mit den Flugechsen nicht zu spaßen. Diese fliegenden Reptilien verfügen über kraftvolle Elementmagie.
237	29	Minotauren	Einige Minotauren konnten aus Kriegspire entkommen und streifen jetzt um den Vulkan, der die alte Burg umgibt.
238	29	Erdwesen	Erdwesen durchstreifen die Gegend um Kriegspire. Frei von den Magiern, die sie erschaffen haben, zerstören diese Elementwesen alles, was ihnen in die Quere kommt.
239	29	Apollo	Keine Rüstung tut es der Apollo gleich, wenn es um den Schutz vor Elementzaubersprüchen geht. Unglücklicherweise bezieht diese Rüstung ihre Kraft durch Absenken der Ausdauer ihres Trägers. 
240	29	Oberster Tempel von Baa	Der Oberste Tempel von Baa wurde vor circa einem Jahr in den Bergen östlich von Burg Kriegspire errichtet. Anders als die meisten anderen Tempel von Baa, ist er der Öffentlichkeit nicht zugänglich. Du mußt schon Mitglied in dem Kult werden, wenn Du jemals hinein gelassen werden willst.
241	29	Schlacht von Edenbach	Das Dorf Edenbach würde es ohne König Roland und seine Männer nicht mehr geben. Sie haben es vor einer Weile vor einer Horde von Teufeln gerettet.
242	29	Schlacht bei Kriegspire	Als der König nach Kriegspire flüchtete, wurde er von einer gewaltigen Armee von Teufeln verfolgt. Ein paar tage später wurden einige Dutzend Teufel beobachtet, die den Vulkan um Kriegspire wieder verließen. Nur den König hat seitdem niemand mehr gesehen.
243	29	Todesritter	Nur selten finden Menschen und Drachen zusammen, aber die Todesritter haben eine Art Pakt mit einer Gruppe Drachen geschloßen, und kontrollieren eine Festung im Norden der Berge bei Burg Kriegspire.
244	29	Nicholas Roth	Im Dorf Kriegspire kann Nicholas Dich zu einem Experten der Lichtmagie ausbilden.
245	28	Titanen	Titanen werden in ihrer Kraft nur von den Drachen übertroffen. Die Titanen verfügen nicht nur über eine fürchterliche Elektroattacke, sie sind auch erschreckend geschickt in der Geistesmagie und bevorzugen den Zauberspruch 'Hirnschlag'.
246	28	Feuerwesen	Die Feuerwesen scheinen die Einsiedlerinsel zu mögen, nur bleibt es ein Rätsel, wer diese Wesen dort erschaffen hat.
247	28	Odin	Obwohl diese Krone die Reaktionszeit ihres Trägers beeinträchtigt, verleiht sie ihm unglaubliche Widerstandskraft gegenüber Elementzaubersprüchen.
248	28	Einsiedlerinsel	Die Einsiedlerinsel ist seit kurzem der Standort des Hohen Tempels von Baa. Sie haben eine antike Installation gefunden, und ihren Tempel dort hinein gebaut. Ohne Zweifel führen sie genau in diesem Moment düstere Experiment durch.
249	28	Drachensand	Drachensand, die große Wüste von Enroth, beherbergt die schrecklichsten Monster der Welt. Drachen, Titanen und andere überproportionierte Killerwesen durchstreifen die Wüste und tun, was solche Wesen eben so tun. Menschen, die dumm genug sind, sich hierher zu verirren, lernen entweder schnell sich zu verstecken oder wegzurennen oder sie halten nicht lange durch.
250	27	Tal der Heiterkeit	Das Tal der Heiterkeit war einst der grünste und fruchtbarste Landstrich in Enroth. Heute liegt ein Fluch über dem Tal, der die Pflanzen verdorren, die Tiere erkranken und die Menschen flüchten lässt. Zurück bleibt ein ödes Land, in dem niemand mehr leben möchte.
251	27	Die Fäule	Kurz nach der Nacht der herabstürzenden Sterne begann die Fäulnis im Tal der Heiterkeit sich auszubreiten. Nach einigen Jahren waren alle Pflanzen verdorrt, beinahe alle Tiere sind erkrankt und gestorben und die Bewohner mußten nach Osten abwandern, um genug Nahrung zu finden. Die Fäulnis zeigt keinerlei Abschwächung - im Gegenteil, sie breitet sich immer schneller aus, und wird eines Tages den ganzen Kontinent bedecken, wenn nichts dagegen unternommen wird.
252	27	Teufel	Die meisten der Teufel, auf die Du im Tal der Heiterkeit triffst, sind Teufelsknechte oder Kriegsteufel. Sie sind organisiert wie die Ameisen, nur daß sie intelligente Anführer haben. Ihre Anführer können fliegen, und die besten unter ihnen können die menschliche Sprache sprechen und schreiben.
253	27	Sweet Water Pass	Die Teufel sind zwar mächtig, aber weit davon entfernt unbesiegbar zu sein. König Roland hat am Sweet Water Pass gegen sie gekämpft und gewonnen, indem er sie ausmanöverierte und überlistete. Sie sind hart, aber wie jeder andere sterben auch sie, wenn sie von einem Schwert durchbohrt werden.
254	27	Hermes	Diese legendären Stiefel verleihen dem Träger eine atemberaubende Reaktion, schnell genug, um in jeder Situation entsprechend zu reagieren.
255	26	Hort	Die Teufel scheinen sich um ein merkwürdiges Gebäude nahe den Überresten von Sweet Water zu sammeln.
256	26	Sweet Water	Obwohl die Ruinen des Gebäudes immer noch stehen, wurde die Stadt völlig zerstört. Niemand lebt hier mehr.
257	26	Schattenwald	Der Schattenwald wurde in der Nacht der herabfallenden Sterne vollständig zerstört.
258	26	Teufel	Die Teufel scheinen Feuerattacken zu bevorzugen, und sie greifen bevorzugt in großen Gruppen an. Einige der mächtigeren Teufel können Feuermagiezaubersprüche aussprechen.
259	26	Hera	Dieses sonderbare Amulett verleiht dem Träger extra Vitalität, Zauberpunkte und Glück.
260	1	Sweet Water	Sweet Water war immer die schönste aller Städte im Königreich, aber seit der Nacht der herabfallenden Sterne sind keine Nachrichten aus Sweet Water mehr eingetroffen. Ich denke, einer der Sterne muß direkt auf die Stadt gefallen sein und alles begraben haben, so daß niemand überlebt hat, um die Geschichte zu erzählen.
261	1	Nacht der herabfallenden Sterne	Das Orakel hat schon vor langer Zeit vor Teufeln, die vom Himmel kommen, gewarnt. Ich glaube, niemand erinnert sich daran, und die, die sich erinnern sehen keine Verbindung zwischen der Nacht der herabfallenden Sterne und dem Auftauchen der Teufel.
262	1	Höhle der Teufel	Ich traf einen Mann, der ausgezogen ist um das Schicksal von Sweet Water aufzuklären. Er sagte, daß die Stadt von den Teufeln bis auf die Grundmauern niedergebrannt wurde. Die Teufel haben einen komischen Turm nahe der ehemaligen Stadt errichtet, der alle 20 Minuten einen sonderbaren Ton von sich gibt. Der Mann hätte gerne mehr herausgefunden, aber angesichts der vielen Teufel hat er sich nicht getraut.
263	1	Agenten von Baa	Ist Dir auch aufgefallen, wie die Tempel von Baa überall im Reich aus dem Boden sprießen? Sie sind überall, und ich halte das für eine zweifelhafte Entwicklung. Sie bieten zwar kostenlose Heilung an, aber sie scheinen es nicht aus lauter Gutmütigkeit zu tun - ihr Wahnsinn muß Methode haben!
264	1	Königin Catherine	Die Königin ist vor einer Weile in ihr Heimatland Erathia aufgebrochen. Die Leute machen sich Sorgen - was ist, wenn ihr auf der Reise etwas zugestoßen ist?
265	1	Seereise	Die meisten Schiffe in Enroth folgen einem festen Fahrplan. Wenn Du zur rechten Zeit am rechten Ort bist, können die Schiffereigesellschaften Dich schnell und billig über große Entfernungen bringen.
266	1	Gruft von VARN	Die Legenden besagen, daß das Schiff, das für die große Überfahrt benutzt wurde, in der Mitte der Drachensandwüste unter einer großen, steinernen Gruft begraben liegt. Es muß dort einmal einen See oder ein Meer gegeben haben, denn wie käme das Schiff sonst dahin!
267	1	Obelisken	Wenn Du einen der Obelisken berührst, die im Königreich verteilt sind, wirst Du einen Teil eines Rätsels präsentiert bekommen, das bisher noch niemand lösen konnte. Man sagt, daß ein großer Schatz irgendwo in Enroth vergraben liegt, und daß derjenige, der die Antwort auf das Rätsel findet, auch den Schatz finden wird.
268	1	Drachentürme	Nimm Dich vor den Drachentürmen in Acht, die Du bei jeder größeren Ansiedlung findest. Sie schießen mit Feuerbällen auf alles was fliegt oder zu hoch springt. Ich denke, sie sollen die Städte vor den Drachen beschützen, aber sie können nicht zwischen einem Menschen und einem Monster unterscheiden.
269	1	Teufel und Baa	Einige Leute behaupten, die Anhänger von Baa und die Teufel steckten unter einer Decke. Das macht Sinn, denn der Kult Baa ist wenige Monate nach der Nacht der herabfallenden Sterne zum ersten Mal aufgetaucht, und wir alle wissen, daß die Ankunft der Teufel mit dieser Nacht in Verbindung steht!
270	1	Verrat im Rat	Es geht ein Gerücht um welches besagt, daß Slicker Silvertongue, der Repräsentant Wilbur Humphreys im Hohen Rat, ein Verräter ist. Man hat ihn in verschiedenen Tempeln von Baa gesehen, und wir alle wissen, daß der Tempel von Baa gegen den König arbeitet!
271	1	Wetter	Sogar das Wetter hat sich seit der Nacht der herabfallenden Sterne gegen uns verschworen. Jeder Sommer ist kälter als der vorangegangene. Ich würde sogar sagen, der letzte Sommer war der kälteste Winter, den ich je erleben mußte. Das ist natürlich übertrieben, aber Du weißt, was ich meine. Hier stimmt etwas nicht.
272	1	Katastrophen	Scheint es nicht so, als gäbe es mehr Überflütungen und Erdbeben seit der König verschwunden ist? Es ist als ob die Götter zornig sind auf den König und seine Dynastie. Vielleicht haben sie das Mandat des Himmels verloren.
273	1	Flüche	Der Tempel von Baa bietet zwar kostenlose Heilungen an, aber mir scheint es so, als würden mehr Dinge schief gehen und mehr Menschen verletzt werden, wenn ein Tempel von Baa in der Nähe ist. Kann es sein, daß sie die Leute in ihrer Nähe verfluchen und sie dann aus unerfindlichen Gründen wieder heilen?
274	1	Archibald	Hast Du jemals Archibalds Statue in der Bibliothek hinter Burg Ironfist gesehen? Sie ist verblüffend lebensecht...Mehr als hätte man ihn zu Stein verwandelt als daß man ihn in den Stein modelliert hätte.
275	1	Die Fäule	Der westliche Teil des Tals der Heiterkeit hat in den letzten Jahren eine schockierende Verwandlung durchgemacht. Einst war es ein reiches, fruchtbares Farmland. Aber jetzt sind alle Pflanzen an der schrecklichen Fäulnis eingegeangen und das Wasser ist verbraucht. Alle Tiere sind krank oder tot, und alle Menschen sind weggezogen, um genug Nahrung zu finden.
276	1	Legende der Überfahrt	Uralte Legenden berichten, daß alle Artefakte aus der Zeit vor der Stille mit dem großen Schiff hergekommen sind, das unsere Vorfahren benutzt haben, um aus ihrer Heimat hierher zu gelangen. Man sagt die Überfahrt war so lang, daß drei Generationen von Menschen an Bord des Schiffes geboren wurden, gelebt haben und schließlich gestorben sind! Was für ein Trip!
277	1	Erathia	Erathia ist der zweitgrößte, besiedelte Kontinent auf der Welt. Er ist viel wilder und unsicherer als Enroth, und all die kleinen Königreiche führen ständig Krieg gegeneinander.
